id,sentence,topic,sentiment
2224,"giảng viên không sử dụng moodle làm kênh thông tin liên lạc với học sinh , không up slide tài liệu bài giảng lên gây khó khăn cho việc nắm bắt thông tin về yêu cầu môn học và khó khăn trong học tập .",0,0
2225,"chương trình học khá nặng , quá nhiều kiến thức .",1,0
2226,"nên sử dụng máy chiếu để hiện rõ chữ , để giảm thời gian viết , tập trung thời gian vào việc giải bài tập minh họa .",1,0
2227,thầy dạy ổn .,0,1
2228,giáo trình chưa cụ thể .,1,0
2229,"phòng thực hành nóng , khó chịu , hệ thống máy lạnh hay gặp sự cố , cửa phòng cũng hay có vấn đề .",2,0
2230,có bài tập thực hành hợp lý cho từng tuần và phù hợp với lý thuyết vừa học xong .,0,2
2231,"em nhận thấy thầy wzjwz67 rất nhiệt tình trong việc giảng dạy , cung cấp rất nhiều thông tin thực tế cho sinh viên nhằm chuẩn bị kỹ năng khi đi ra ngoài làm việc , phương pháp học gắn sát thực tế , tuy đội lúc có gặp khó khăn nhưng cũng rất bổ ích .",0,2
2232,thầy dạy khá tốt .,0,2
2233,giảng viên có kiến thức rộng và giảng dạy nhiệt tình .,0,2
2234,nhiệt tình giúp sinh viên .,0,2
2235,nên có các bài tập bắt buộc doubledot cá nhân doubledot nắm sát được tiến độ và khả năng của từng sinh viên nhóm doubledot đánh giá và hình thành kỹ năng làm việc nhóm đôi khi do không bắt buộc các bài tập nhóm và các bài tập thuyết trình mà các bạn sinh viên thụ động !,1,0
2236,"giáo viên dạy hết sức nhiệt tình , tạo được động lực để học sinh học tập .",0,2
2237,"giảng viên tận tâm , khả năng truyền đạt tốt .",0,2
2238,"nội dung môn học cần tập trung vào các vấn đề chính , tránh dàn trải theo giáo trình .",1,0
2239,tuân thủ đúng giờ học .,0,2
2240,cung cấp nhiều tài liệu tham khảo .,0,2
2241,seminar quá nhiều .,1,0
2242,nửa học kỳ không có giáo viên hướng dẫn thực hành .,0,0
2243,giảng viên tận tâm và nhiệt tình .,0,2
2244,mong thầy kiểm duyệt đề thi kỹ hơn trước khi đưa vào làm đề chính thức .,0,0
2245,quản lý các giờ làm bài tập tốt hơn để tránh việc lãng phí thời gian trong tiết học .,1,0
2246,"giáo viên đến rất sớm , dạy nhiệt tình .",0,2
2247,phương pháp dạy mới tích cực .,0,2
2248,cuối cùng chúc cô wzjwz2 có năm mới hạnh phúc !,3,2
2249,"thầy dạy phần hai có phần hơi khó khăn trong việc điểm danh , cả khi thầy có nhầm lẫn thầy cũng không chịu nhận .",0,0
2250,"cái gì không biết thì phải tự mày mò tìm kiếm , không thể cứ trông đợi lời giải đáp từ giảng viên .",3,2
2251,"deadline 3 lần sau đó được cho thêm 2 ngày , nhưng đến 23h59 ngày hôm sau đã quá hạn , nếu nộp vào ngày hôm sau nữa sẽ trễ deadline .",1,0
2252,thầy giảng bài dễ hiểu và rất vui tính .,0,2
2253,lịch thực hành trùng với lịch học lý thuyết các môn học khác .,1,0
2254,kiến thức cơ sở vững chắc .,1,2
2255,nội dung môn học khá nhiều .,1,0
2256,thầy chém gió ghê quá colonsmallsmile .,0,0
2257,"thầy rất dễ tính , lớp học vui tạo sự hào hứng , mỗi khi tới lớp .",0,2
2258,giáo viên nhiệt tình trong công việc .,0,2
2259,biết làm bài tập của môn học nhưng không hiểu nó liên quan gì đến thực tế .,3,0
2260,"thầy vui vẻ , dễ trao đổi học tập .",0,2
2261,"giáo viên rất nhiệt tình , tận tâm hướng dẫn .",0,2
2262,giảng viên nhiệt tình và vui tính .,0,2
2263,giáo viên ít hướng dẫn bài tập về nhà .,0,2
2264,bỏ vấn đề điểm danh .,3,0
2265,cho ví dụ ngay sau lý thuyết giúp dễ tiếp thu .,0,2
2266,"cách truyền đạt của giảng viên khó hiểu , như nói trên mây , khó cho sinh viên tiếp cận .",0,0
2267,thầy hay đi trễ vài buổi đầu .,0,0
2268,"giảng dạy nặng về nói chuyện , ít tập trung vào ngữ pháp , trong khi thi thì toàn ngữ pháp .",0,0
2269,"nâng cao chất lượng âm thanh và các trang thiết bị cần thiết doubledot loa , micro .",2,0
2270,thầy hay vắng tiết nhờ thầy khác dạy do thầy bận đi họp .,0,0
2271,"kiến thức rộng , vui vẻ , nhiệt tình .",0,2
2272,"trợ giàng nhiệt tình , quan tâm và theo sát sinh viên .",0,2
2273,chưa giải quyết thắc mắc của sinh viên thỏa đáng .,0,0
2274,cần cải thiện máy chiếu .,2,0
2275,thầy có kiến thức nhiều .,0,1
2276,lịch học thực hành trùng với lịch học lý thuyết .,1,0
2277,thầy có khả năng diễn đạt tốt giúp sinh viên dễ tiếp thu bài .,0,2
2278,"dạy nhiệt tình , chú ý đến từng chi tiết , giúp đỡ rất nhiều cho học sinh .",0,2
2279,truyền đạt cho sinh viên rất dễ hiểu và áp dụng .,0,2
2280,có phương phát giảng dạy dễ hiểu .,0,2
2281,giáo viên chưa chủ động giảng dạy .,0,0
2282,slide môn học có đôi chỗ bị sai .,1,0
2283,"nhiệt tình với sinh viên , có kiến thức tốt .",0,2
2284,"thời gian xếp lịch thực hành không hợp lý , lý thuyết học tiết 45 , thực hành học tiết 67 8 .",1,0
2285,thầy dạy rất nhiệt tình và vui vẻ .,0,2
2286,thay vì kiểm tra trên wecode thì cho làm trên lớp thì hay hơn .,1,0
2287,"thầy wzjwz30 là một giảng viên trẻ , vì vậy thầy rất hiểu tâm lý sinh viên và giúp đỡ chúng em rất nhiều .",0,2
2288,"cô dạy dễ hiểu , hỗ trợ tốt cho các bạn .",0,2
2289,cần sinh động hơn .,1,0
2290,"chấm điểm thiếu công bằng , thực hành tại máy trường mà chấm bài cài đặt phần mềm trên laptop .",0,0
2291,nói quá nhanh .,0,0
2292,"anh văn ở đại học không thể dạy giống như cấp 3 được khi cô dạy lớp im không sôi nổi , chỉ có vài người giơ tay vì câu hỏi không mang tính tương tác , câu trả lời có sẵn trong bài chỉ cần đọc lên nên nhiều người chán không giơ tay , đi học chỉ để điểm danh .",1,0
2293,thầy rất thiếu nhiệt tình .,0,2
2294,trong khi chương trình quy định 2 tiết cho một bài .,1,1
2295,"giảng viên cung cấp đầy đủ kiến thức , tài liệu học tập .",0,2
2296,"giảng viên chưa giải hết thắc mắc của sinh viên , còn một vài vấn đề chưa hiểu rõ .",0,0
2297,sử dụng slide tiếng anh khó diễn đạt với sinh viên .,0,0
2298,"yêu nghề , hăng say , tích cực với công việc , nhiệt tình giảng dạy .",0,2
2299,"vui , nhiệt tình với sinh viên , tận tâm giúp đỡ sinh viên .",0,2
2300,chưa bao giờ học không biết .,3,0
2301,"không khí học tập sôi nổi , dễ tiếp thu kiến thức .",0,2
2302,"giờ lên lớp đều đặn , giảng viên tích cực giải đáp thắc mắc của sinh viên .",0,2
2303,giáo viên dạy hay .,0,2
2304,các kiến thức về môn này nói chung thì em rất thích nhưng khi bắt đầu lớp học thì không giống như em nghĩ .,1,0
2305,cách giảng dạy của giáo viên .,0,1
2306,"thầy dạy rất hay , truyền cảm tốt , phong cách giải toán có một không hai , thiếu buổi nào là bù buổi đó .",0,2
2307,do thời hạn có hạn và sinh viên đi học nên giảng viên chưa quan tâm được hết tất cả sinh viên .,1,0
2308,môn học cần đi vào thực tiễn để sinh viên có thể ứng dụng sau này .,1,0
2309,quá tập trung vào slide .,1,0
2310,nâng cấp máy tính .,2,1
2311,nhà trường nên cho thực hành mỗi tuần một lần .,1,0
2312,giảng viên nhiệt tình trong khi dạy .,0,2
2313,"slide bài giảng ( dịch từ sách tiếng anh ) rất lủng củng , tối nghĩa , đề mục không thống nhất .",1,0
2314,"chứ như tình trạng hiện tại là môn thực hành học trước , qua kỳ sau mới được học lý thuyết thì mất đi tính tiếp nối kiến thức trong quá trình học .",1,0
2315,có những lúc thầy vào rất sớm nhưng khoảng 13h30 hoặc 13h45 thì mới chịu đọc slide .,0,0
2316,"giảng viên dạy hay truyền đạt được kiến thức đến sinh viên dễ hiểu , bài tập về nhà vừa sức , tuy nghiêm túc trong việc sửa bài nhưng cũng hay pha trò làm lớp học vui nhộn không bị áp lực .",0,2
2317,"cơ sở vật chất nên cải thiện , nên có nhiều thực hành bổ ích hơn nữa , em xin cảm ơn .",2,0
2318,lên lớp chưa đầy đủ .,0,0
2319,"các dạng bài tập rõ ràng , tài liệu cung cấp đầy đủ .",1,2
2320,giáo viên giải đáp thắc mắc nhiệt tình .,0,2
2321,"giáo trình cấu trúc dữ liệu và giải thuật còn khá nhiều sai sót , mong nhà trường chỉnh sửa và bổ sung lại .",1,0
2322,chưa khai thác tốt hệ thống website môn học trong hỗ trợ sinh viên .,1,0
2323,"bài giảng dựa theo chuẩn ngôn ngữ assembly trên linux nên tìm kiếm thông tin , tài liệu khá khó khăn .",1,0
2324,"giảng dạy rất nhiệt tình , cung cấp tài liệu đầy đủ .",0,2
2325,"thầy dạy vui tính , dễ hiểu , dễ thương !",0,2
2326,các phòng máy cần được trang bị các phần mềm hỗ trợ cho môn học phù hợp .,2,0
2327,thầy dạy sửa bài và cho nhiều bài tập .,0,2
2328,"thầy rất nhiệt tình , rất quan tâm sinh viên .",0,2
2329,thiết kế bài giảng chưa thuyết phục .,0,0
2330,"nhiệt tình , tận tâm , giảng dễ hiểu , nghiêm túc , đúng giờ .",0,2
2331,em xin góp ý như thế ạ .,3,1
2332,cần cho thêm giáo trình .,1,0
2333,"hướng dẫn , giảng dạy .",0,1
2334,"tận tâm , chu đáo và luôn theo sát giúp sinh viên đạt kết quả tốt trong môn học .",0,2
2335,cập nhật thông tin môn học trên courses .,1,0
2336,thầy dạy rất hay !,0,2
2337,giảng viên luôn đến lớp trễ từ nửa tiếng trở lên .,0,0
2338,"dạy không có chuẩn bị trước , chỉ đọc slide .",0,0
2339,"phòng thực hành cần nâng cấp các bộ kit , thực hành chưa hiệu quả .",2,0
2340,cô vui vẻ và nhiệt tình .,0,2
2341,tăng cường speaking trong giờ học .,1,0
2342,thầy giản dạy nhiệt tình tận tình chỉ bài .,0,2
2343,theo em nghĩ là quá nhiều cho 2 tín chỉ .,3,0
2344,"cô đi dạy đúng giờ , dạy cho sinh viên kỹ năng trình bày bài , dạy kỹ .",0,2
2345,thầy là giáo viên tận tâm nhất từ khi em bước vào đại học .,0,2
2346,"môn học nên cho thêm nhiều dạng bài tập dưới dạng tiếng việt , vì trong giảng đường máy chiếu mờ , chữ tiếng anh nữa nhìn rất phiền phức cho những bạn ở sau !",1,0
2347,"thầy không sửa bài tập , trên lớp thầy chỉ giảng lý thuyết theo em như thế là ít có hiệu quả .",0,0
2348,thầy dạy hay .,0,2
2349,"giáo viên giảng dạy tận tâm , dễ hiểu , truyền đạt và liên hệ thực tiễn .",0,2
2350,"dễ chịu và giảng dễ hiểu , tạo cảm giác thích thú cho sinh viên .",0,2
2351,"giảng viên nên thông báo rõ ràng , chính xác thông tin về báo cáo môn học thông qua nhiều kênh .",0,0
2352,"giảng viên dạy dễ hiểu , đi dạy đúng giờ .",0,2
2353,"sự nhiệt tình của thầy , thầy rất quan tâm đến sinh viên .",0,2
2354,chuẩn bị bài giảng hoặc bài tập thật kỹ trước khi lên lớp giảng dạy .,0,0
2355,cần nói rõ hơn bằng cách trình bày lên bảng thay vì nhìn vào slide .,1,0
2356,cần thêm nhiều tài liệu cho môn học .,1,0
2357,"tóm lại , đồ án cuối kỳ không nên đánh giá phần nội dung vì đề bài đã không thiết thực thì không thể nào bắt sinh viên làm đạt yêu cầu được .",1,0
2358,giảng viên thực hành rất nhiệt tình và giải đáp được những vấn đề mấu chốt của môn học .,0,2
2359,cơ mà sao phân biệt thầy với thầy wzjwz294 vậy thầy ?,0,0
2360,nên có giáo trình thống nhất cho tất cả các lớp và học kỳ học .,1,0
2361,"cần có đề cương môn học cụ thể hơn , nội dung môn học cần được cập nhật .",1,0
2362,tận dụng hết thời gian .,0,2
2363,thầy giảng dễ hiểu .,0,2
2364,"chương trình học không mang lại hiệu quả , chỉ mang tính chất đối phó , sinh viên không học hỏi và có thêm kinh nghiệm nhiều khi đi học thực hành .",1,0
2365,thầy có lòng nhiệt thành nhưng theo em thì khả năng truyền đạt của thầy không được tốt dẫn đến chúng em không hiểu và dù thầy có lòng nhưng chúng em không thể tiếp thu được nên mong sao thầy có thể truyền đạt một cách dễ hiểu nhất cho sinh viên có thể áp dụng làm bài tập ngay trong giờ lý thuyết để dễ hiểu hơn .,0,0
2366,dạy hơi nhanh !,0,0
2367,cô truyền đạt rất hay .,0,2
2368,"giảng viên không đưa các tài liệu lên courses , làm khó khăn tron việc tìm kiếm tài liệu học , nói chuyện , chém gió ngoài lề quá nhiều , lan man .",0,0
2369,"kiến thức được giảng viên trình bày rõ ràng , dễ hiểu cho sinh viên .",1,2
2370,giảng viên cần nhiệt tình hơn trong công tác giảng dạy .,0,0
2371,học sinh yêu cầu giảng lại không giảng lại và bảo về tự xem lại .,0,0
2372,cô rất vui vẻ khi dạy trên lớp .,0,2
2373,có thêm các đồ án mang tính chất sáng tạo .,1,0
2374,thầy có phương pháp giảng dạy hiệu quả .,0,2
2375,nên sử dụng tài liệu bằng tiếng việt .,0,0
